year,station_id,day,ice_jam
2006,3019,21,0
2006,3019,22,0
2006,3019,23,0
2006,3019,24,0
2006,3019,25,0
2006,3019,26,0
2006,3019,27,0
2006,3019,28,0
2006,3019,29,0
2006,3019,30,0
2006,3019,31,0
2006,3019,32,0
2006,3019,33,0
2006,3019,34,0
2006,3019,35,0
2006,3019,36,0
2006,3019,37,0
2006,3019,38,0
2006,3019,39,0
2006,3019,40,0
2006,3019,41,0
2006,3019,42,0
2006,3019,43,0
2007,3019,0,0
2007,3019,1,0
2007,3019,2,0
2007,3019,3,0
2007,3019,4,0
2007,3019,5,0
2007,3019,6,0
2007,3019,7,0
2007,3019,8,0
2007,3019,9,0
2007,3019,10,0
2007,3019,11,0
2007,3019,12,0
2007,3019,13,0
2007,3019,14,0
2007,3019,15,0
2007,3019,16,0
2007,3019,17,0
2007,3019,18,0
2007,3019,19,0
2007,3019,20,0
2007,3019,21,0
2007,3019,22,0
2007,3019,23,0
2007,3019,24,0
2007,3019,25,0
2007,3019,26,0
2007,3019,27,0
2007,3019,28,0
2007,3019,29,0
2007,3019,30,0
2007,3019,31,0
2007,3019,32,0
2007,3019,33,0
2007,3019,34,0
2007,3019,35,0
2007,3019,36,0
2007,3019,37,0
2007,3019,38,0
2007,3019,39,0
2007,3019,40,0
2007,3019,41,0
2007,3019,42,0
2007,3019,43,0
2008,3019,1,0
2008,3019,2,0
2008,3019,3,0
2008,3019,4,0
2008,3019,5,0
2008,3019,6,0
2008,3019,7,0
2008,3019,8,0
2008,3019,9,0
2008,3019,10,0
2008,3019,11,0
2008,3019,12,0
2008,3019,13,0
2008,3019,14,0
2008,3019,15,0
2008,3019,16,0
2008,3019,17,0
2008,3019,18,0
2008,3019,19,0
2008,3019,20,0
2008,3019,21,0
2008,3019,22,0
2008,3019,23,0
2008,3019,24,0
2008,3019,25,0
2008,3019,26,0
2008,3019,27,0
2008,3019,28,0
2008,3019,29,0
2008,3019,30,0
2008,3019,31,0
2008,3019,32,0
2008,3019,33,0
2008,3019,34,0
2008,3019,35,0
2008,3019,36,0
2008,3019,37,0
2008,3019,38,0
2008,3019,39,0
2008,3019,40,0
2008,3019,41,0
2008,3019,42,0
2008,3019,43,0
2008,3019,44,0
2009,3019,0,0
2009,3019,1,0
2009,3019,2,0
2009,3019,3,0
2009,3019,4,0
2009,3019,5,0
2009,3019,6,0
2009,3019,7,0
2009,3019,8,0
2009,3019,9,0
2009,3019,10,0
2009,3019,11,0
2009,3019,12,0
2009,3019,13,0
2009,3019,14,0
2009,3019,15,0
2009,3019,16,0
2009,3019,17,0
2009,3019,18,0
2009,3019,19,0
2009,3019,20,0
2009,3019,21,0
2009,3019,22,0
2009,3019,23,0
2009,3019,24,0
2009,3019,25,0
2009,3019,26,0
2009,3019,27,0
2009,3019,28,0
2009,3019,29,0
2009,3019,30,0
2009,3019,31,0
2009,3019,32,0
2009,3019,33,0
2009,3019,34,0
2009,3019,35,0
2009,3019,36,0
2009,3019,37,0
2009,3019,38,0
2009,3019,39,0
2009,3019,40,0
2009,3019,41,0
2009,3019,42,0
2009,3019,43,0
2010,3019,0,0
2010,3019,1,0
2010,3019,2,0
2010,3019,3,0
2010,3019,4,0
2010,3019,5,0
2010,3019,6,0
2010,3019,7,0
2010,3019,8,0
2010,3019,9,0
2010,3019,10,0
2010,3019,11,0
2010,3019,12,0
2010,3019,13,0
2010,3019,14,0
2010,3019,15,0
2010,3019,16,0
2010,3019,17,0
2010,3019,18,0
2010,3019,19,0
2010,3019,20,0
2010,3019,21,0
2010,3019,22,0
2010,3019,23,0
2010,3019,24,0
2010,3019,25,0
2010,3019,26,0
2010,3019,27,0
2010,3019,28,0
2010,3019,29,0
2010,3019,30,0
2010,3019,31,0
2010,3019,32,0
2010,3019,33,0
2010,3019,34,0
2010,3019,35,0
2010,3019,36,0
2010,3019,37,0
2010,3019,38,0
2010,3019,39,0
2010,3019,40,0
2010,3019,41,0
2010,3019,42,0
2010,3019,43,0
2011,3019,0,0
2011,3019,1,0
2011,3019,2,0
2011,3019,3,0
2011,3019,4,0
2011,3019,5,0
2011,3019,6,0
2011,3019,7,0
2011,3019,8,0
2011,3019,9,0
2011,3019,10,0
2011,3019,11,0
2011,3019,12,0
2011,3019,13,0
2011,3019,14,0
2011,3019,15,0
2011,3019,16,0
2011,3019,17,0
2011,3019,18,0
2011,3019,19,0
2011,3019,20,0
2011,3019,21,0
2011,3019,22,0
2011,3019,23,0
2011,3019,24,0
2011,3019,25,0
2011,3019,26,0
2011,3019,27,0
2011,3019,28,0
2011,3019,29,0
2011,3019,30,0
2011,3019,31,0
2011,3019,32,0
2011,3019,33,0
2011,3019,34,0
2011,3019,35,0
2011,3019,36,0
2011,3019,37,0
2011,3019,38,0
2011,3019,39,0
2011,3019,40,0
2011,3019,41,0
2011,3019,42,0
2011,3019,43,0
2014,3019,0,0
2014,3019,1,0
2014,3019,2,0
2014,3019,3,0
2014,3019,4,0
2014,3019,5,0
2014,3019,6,0
2014,3019,7,0
2014,3019,8,0
2014,3019,9,0
2014,3019,10,0
2014,3019,11,0
2014,3019,12,0
2014,3019,13,0
2014,3019,14,0
2014,3019,15,0
2014,3019,16,0
2014,3019,17,0
2014,3019,18,0
2014,3019,19,0
2014,3019,20,0
2014,3019,21,0
2014,3019,22,0
2014,3019,23,0
2014,3019,24,0
2014,3019,25,0
2014,3019,26,0
2014,3019,27,0
2014,3019,28,0
2014,3019,29,0
2014,3019,30,0
2014,3019,31,0
2014,3019,32,0
2014,3019,33,0
2014,3019,34,0
2014,3019,35,0
2014,3019,36,0
2014,3019,37,0
2014,3019,38,0
2014,3019,39,0
2014,3019,40,0
2014,3019,41,0
2014,3019,42,0
2014,3019,43,0
2015,3019,0,0
2015,3019,1,0
2015,3019,2,0
2015,3019,3,0
2015,3019,4,0
2015,3019,5,0
2015,3019,6,0
2015,3019,7,0
2015,3019,8,0
2015,3019,9,0
2015,3019,10,0
2015,3019,11,0
2015,3019,12,0
2015,3019,13,0
2015,3019,14,0
2015,3019,15,0
2015,3019,16,0
2015,3019,17,0
2015,3019,18,0
2015,3019,19,0
2015,3019,20,0
2015,3019,21,0
2015,3019,22,0
2015,3019,23,0
2015,3019,24,0
2015,3019,25,0
2015,3019,26,0
2015,3019,27,0
2015,3019,28,0
2015,3019,29,0
2015,3019,30,0
2015,3019,31,0
2015,3019,32,0
2015,3019,33,0
2015,3019,34,0
2015,3019,35,0
2015,3019,36,0
2015,3019,37,0
2015,3019,38,0
2015,3019,39,0
2015,3019,40,0
2015,3019,41,0
2015,3019,42,0
2015,3019,43,0
2016,3019,1,0
2016,3019,2,0
2016,3019,3,0
2016,3019,4,0
2016,3019,5,0
2016,3019,6,0
2016,3019,7,0
2016,3019,8,0
2016,3019,9,0
2016,3019,10,0
2016,3019,11,0
2016,3019,12,0
2016,3019,13,0
2016,3019,14,0
2016,3019,15,0
2016,3019,16,0
2016,3019,17,0
2016,3019,18,0
2016,3019,19,0
2016,3019,20,0
2016,3019,21,0
2016,3019,22,0
2016,3019,23,0
2016,3019,24,0
2016,3019,25,0
2016,3019,26,0
2016,3019,27,0
2016,3019,28,0
2016,3019,29,0
2016,3019,30,0
2016,3019,31,0
2016,3019,32,0
2016,3019,33,0
2016,3019,34,0
2016,3019,35,0
2016,3019,36,0
2016,3019,37,0
2016,3019,38,0
2016,3019,39,0
2016,3019,40,0
2016,3019,41,0
2016,3019,42,0
2016,3019,43,0
2016,3019,44,0
2017,3019,0,0
2017,3019,1,0
2017,3019,2,0
2017,3019,3,0
2017,3019,4,0
2017,3019,5,0
2017,3019,6,0
2017,3019,7,0
2017,3019,8,0
2017,3019,9,0
2017,3019,10,0
2017,3019,11,0
2017,3019,12,0
2017,3019,13,0
2017,3019,14,0
2017,3019,15,0
2017,3019,16,0
2017,3019,17,0
2017,3019,18,0
2017,3019,19,0
2017,3019,20,0
2017,3019,21,0
2017,3019,22,0
2017,3019,23,0
2017,3019,24,0
2017,3019,25,0
2017,3019,26,0
2017,3019,27,0
2017,3019,28,0
2017,3019,29,0
2017,3019,30,0
2017,3019,31,0
2017,3019,32,0
2017,3019,33,0
2017,3019,34,0
2017,3019,35,0
2017,3019,36,0
2017,3019,37,0
2017,3019,38,0
2017,3019,39,0
2017,3019,40,0
2017,3019,41,0
2017,3019,42,0
2017,3019,43,0
2018,3019,0,0
2018,3019,1,0
2018,3019,2,0
2018,3019,3,0
2018,3019,4,0
2018,3019,5,0
2018,3019,6,0
2018,3019,7,0
2018,3019,8,0
2018,3019,9,0
2018,3019,10,0
2018,3019,11,0
2018,3019,12,0
2018,3019,13,0
2018,3019,14,0
2018,3019,15,0
2018,3019,16,0
2018,3019,17,0
2018,3019,18,0
2018,3019,19,0
2018,3019,20,0
2018,3019,21,0
2018,3019,22,0
2018,3019,23,0
2018,3019,24,0
2018,3019,25,0
2018,3019,26,0
2018,3019,27,0
2018,3019,28,0
2018,3019,29,0
2018,3019,30,0
2018,3019,31,0
2018,3019,32,0
2018,3019,33,0
2018,3019,34,0
2018,3019,35,0
2018,3019,36,0
2018,3019,37,0
2018,3019,38,0
2018,3019,39,0
2018,3019,40,0
2018,3019,41,0
2018,3019,42,0
2018,3019,43,0
2019,3019,0,0
2019,3019,1,0
2019,3019,2,0
2019,3019,3,0
2019,3019,4,0
2019,3019,5,0
2019,3019,6,0
2019,3019,7,0
2019,3019,8,0
2019,3019,9,0
2019,3019,10,0
2019,3019,11,0
2019,3019,12,0
2019,3019,13,0
2019,3019,14,0
2019,3019,15,0
2019,3019,16,0
2019,3019,17,0
2019,3019,18,0
2019,3019,19,0
2019,3019,20,0
2019,3019,21,0
2019,3019,22,0
2019,3019,23,0
2019,3019,24,0
2019,3019,25,0
2019,3019,26,0
2019,3019,27,0
2019,3019,28,0
2019,3019,29,0
2019,3019,30,0
2019,3019,31,0
2019,3019,32,0
2019,3019,33,0
2019,3019,34,0
2019,3019,35,0
2019,3019,36,0
2019,3019,37,0
2019,3019,38,0
2019,3019,39,0
2019,3019,40,0
2019,3019,41,0
2019,3019,42,0
2019,3019,43,0
1985,3019,0,0
1985,3019,1,0
1985,3019,2,0
1985,3019,3,0
1985,3019,4,0
1985,3019,5,0
1985,3019,6,0
1985,3019,7,0
1985,3019,8,0
1985,3019,9,0
1985,3019,10,0
1985,3019,11,0
1985,3019,12,0
1985,3019,13,0
1985,3019,14,0
1985,3019,15,0
1985,3019,16,0
1985,3019,17,0
1985,3019,18,0
1985,3019,19,0
1985,3019,20,0
1985,3019,21,0
1985,3019,22,0
1985,3019,23,0
1985,3019,24,0
1985,3019,25,0
1985,3019,26,0
1985,3019,27,0
1985,3019,28,0
1985,3019,29,0
1985,3019,30,0
1985,3019,31,0
1985,3019,32,0
1985,3019,33,0
1985,3019,34,0
1985,3019,35,0
1985,3019,36,0
1985,3019,37,0
1985,3019,38,0
1985,3019,39,0
1985,3019,40,0
1985,3019,41,0
1985,3019,42,0
1985,3019,43,0
1986,3019,0,0
1986,3019,1,0
1986,3019,2,0
1986,3019,3,0
1986,3019,4,0
1986,3019,5,0
1986,3019,6,0
1986,3019,7,0
1986,3019,8,0
1986,3019,9,0
1986,3019,10,0
1986,3019,11,0
1986,3019,12,0
1986,3019,13,0
1986,3019,14,0
1986,3019,15,0
1986,3019,16,0
1986,3019,17,0
1986,3019,18,0
1986,3019,19,0
1986,3019,20,0
1986,3019,21,0
1986,3019,22,0
1986,3019,23,0
1986,3019,24,0
1986,3019,25,0
1986,3019,26,0
1986,3019,27,0
1986,3019,28,0
1986,3019,29,0
1986,3019,30,0
1986,3019,31,0
1986,3019,32,0
1986,3019,33,0
1986,3019,34,0
1986,3019,35,0
1986,3019,36,0
1986,3019,37,0
1986,3019,38,0
1986,3019,39,0
1986,3019,40,0
1986,3019,41,0
1986,3019,42,0
1986,3019,43,0
1987,3019,0,0
1987,3019,1,0
1987,3019,2,0
1987,3019,3,0
1987,3019,4,0
1987,3019,5,0
1987,3019,6,0
1987,3019,7,0
1987,3019,8,0
1987,3019,9,0
1987,3019,10,0
1987,3019,11,0
1987,3019,12,0
1987,3019,13,0
1987,3019,14,0
1987,3019,15,0
1987,3019,16,0
1987,3019,17,0
1987,3019,18,0
1987,3019,19,0
1987,3019,20,0
1987,3019,21,0
1987,3019,22,0
1987,3019,23,0
1987,3019,24,0
1987,3019,25,0
1987,3019,26,0
1987,3019,27,0
1987,3019,28,0
1987,3019,29,0
1987,3019,30,0
1987,3019,31,0
1987,3019,32,0
1987,3019,33,0
1987,3019,34,0
1987,3019,35,0
1987,3019,36,0
1987,3019,37,0
1987,3019,38,0
1987,3019,39,0
1987,3019,40,0
1987,3019,41,0
1987,3019,42,0
1987,3019,43,0
1988,3019,1,0
1988,3019,2,0
1988,3019,3,0
1988,3019,4,0
1988,3019,5,0
1988,3019,6,0
1988,3019,7,0
1988,3019,8,0
1988,3019,9,0
1988,3019,10,0
1988,3019,11,0
1988,3019,12,0
1988,3019,13,0
1988,3019,14,0
1988,3019,15,0
1988,3019,16,0
1988,3019,17,0
1988,3019,18,0
1988,3019,19,0
1988,3019,20,0
1988,3019,21,0
1988,3019,22,0
1988,3019,23,0
1988,3019,24,0
1988,3019,25,0
1988,3019,26,0
1988,3019,27,0
1988,3019,28,0
1988,3019,29,0
1988,3019,30,0
1988,3019,31,0
1988,3019,32,0
1988,3019,33,0
1988,3019,34,0
1988,3019,35,0
1988,3019,36,0
1988,3019,37,0
1988,3019,38,0
1988,3019,39,0
1988,3019,40,0
1988,3019,41,0
1988,3019,42,0
1988,3019,43,0
1988,3019,44,0
1990,3019,0,0
1990,3019,1,0
1990,3019,2,0
1990,3019,3,0
1990,3019,4,0
1990,3019,5,0
1990,3019,6,0
1990,3019,7,0
1990,3019,8,0
1990,3019,9,0
1990,3019,10,0
1990,3019,11,0
1990,3019,12,0
1990,3019,13,0
1990,3019,14,0
1990,3019,15,0
1990,3019,16,0
1990,3019,17,0
1990,3019,18,0
1990,3019,19,0
1990,3019,20,0
1990,3019,21,0
1990,3019,22,0
1990,3019,23,0
1990,3019,24,0
1990,3019,25,0
1990,3019,26,0
1990,3019,27,0
1990,3019,28,0
1990,3019,29,0
1990,3019,30,0
1990,3019,31,0
1990,3019,32,0
1990,3019,33,0
1990,3019,34,0
1990,3019,35,0
1990,3019,36,0
1990,3019,37,0
1990,3019,38,0
1990,3019,39,0
1990,3019,40,0
1990,3019,41,0
1990,3019,42,0
1990,3019,43,0
1991,3019,0,0
1991,3019,1,0
1991,3019,2,0
1991,3019,3,0
1991,3019,4,0
1991,3019,5,0
1991,3019,6,0
1991,3019,7,0
1991,3019,8,0
1991,3019,9,0
1991,3019,10,0
1991,3019,11,0
1991,3019,12,0
1991,3019,13,0
1991,3019,14,0
1991,3019,15,0
1991,3019,16,0
1991,3019,17,0
1991,3019,18,0
1991,3019,19,0
1991,3019,20,0
1991,3019,21,0
1991,3019,22,0
1991,3019,23,0
1991,3019,24,0
1991,3019,25,0
1991,3019,26,0
1991,3019,27,0
1991,3019,28,0
1991,3019,29,0
1991,3019,30,0
1991,3019,31,0
1991,3019,32,0
1991,3019,33,0
1991,3019,34,0
1991,3019,35,0
1991,3019,36,0
1991,3019,37,0
1991,3019,38,0
1991,3019,39,0
1991,3019,40,0
1991,3019,41,0
1991,3019,42,0
1991,3019,43,0
1992,3019,1,0
1992,3019,2,0
1992,3019,3,0
1992,3019,4,0
1992,3019,5,0
1992,3019,6,0
1992,3019,7,0
1992,3019,8,0
1992,3019,9,0
1992,3019,10,0
1992,3019,11,0
1992,3019,12,0
1992,3019,13,0
1992,3019,14,0
1992,3019,15,0
1992,3019,16,0
1992,3019,17,0
1992,3019,18,0
1992,3019,19,0
1992,3019,20,0
1992,3019,21,0
1992,3019,22,0
1992,3019,23,0
1992,3019,24,0
1992,3019,25,0
1992,3019,26,0
1992,3019,27,0
1992,3019,28,0
1992,3019,29,0
1992,3019,30,0
1992,3019,31,0
1992,3019,32,0
1992,3019,33,0
1992,3019,34,0
1992,3019,35,0
1992,3019,36,0
1992,3019,37,0
1992,3019,38,0
1992,3019,39,0
1992,3019,40,0
1992,3019,41,0
1992,3019,42,0
1992,3019,43,0
1992,3019,44,0
1994,3019,0,0
1994,3019,1,0
1994,3019,2,0
1994,3019,3,0
1994,3019,4,0
1994,3019,5,0
1994,3019,6,0
1994,3019,7,0
1994,3019,8,0
1994,3019,9,0
1994,3019,10,0
1994,3019,11,0
1994,3019,12,0
1994,3019,13,0
1994,3019,14,0
1994,3019,15,0
1994,3019,16,0
1994,3019,17,0
1994,3019,18,0
1994,3019,19,0
1994,3019,20,0
1994,3019,21,0
1994,3019,22,0
1994,3019,23,0
1994,3019,24,0
1994,3019,25,0
1994,3019,26,0
1994,3019,27,0
1994,3019,28,0
1994,3019,29,0
1994,3019,30,0
1994,3019,31,0
1994,3019,32,0
1994,3019,33,0
1994,3019,34,0
1994,3019,35,0
1994,3019,36,0
1994,3019,37,0
1994,3019,38,0
1994,3019,39,0
1994,3019,40,0
1994,3019,41,0
1994,3019,42,0
1994,3019,43,0
1995,3019,0,0
1995,3019,1,0
1995,3019,2,0
1995,3019,3,0
1995,3019,4,0
1995,3019,5,0
1995,3019,6,0
1995,3019,7,0
1995,3019,8,0
1995,3019,9,0
1995,3019,10,0
1995,3019,11,0
1995,3019,12,0
1995,3019,13,0
1995,3019,14,0
1995,3019,15,0
1995,3019,16,0
1995,3019,17,0
1995,3019,18,0
1995,3019,19,0
1995,3019,20,0
1995,3019,21,0
1995,3019,22,0
1995,3019,23,0
1995,3019,24,0
1995,3019,25,0
1995,3019,26,0
1995,3019,27,0
1995,3019,28,0
1995,3019,29,0
1995,3019,30,0
1995,3019,31,0
1995,3019,32,0
1995,3019,33,0
1995,3019,34,0
1995,3019,35,0
1995,3019,36,0
1995,3019,37,0
1995,3019,38,0
1995,3019,39,0
1995,3019,40,0
1995,3019,41,0
1995,3019,42,0
1995,3019,43,0
1996,3019,1,0
1996,3019,2,0
1996,3019,3,0
1996,3019,4,0
1996,3019,5,0
1996,3019,6,0
1996,3019,7,0
1996,3019,8,0
1996,3019,9,0
1996,3019,10,0
1996,3019,11,0
1996,3019,12,0
1996,3019,13,0
1996,3019,14,0
1996,3019,15,0
1996,3019,16,0
1996,3019,17,0
1996,3019,18,0
1996,3019,19,0
1996,3019,20,0
1996,3019,21,0
1996,3019,22,0
1996,3019,23,0
1996,3019,24,0
1996,3019,25,0
1996,3019,26,0
1996,3019,27,0
1996,3019,28,0
1996,3019,29,0
1996,3019,30,0
1996,3019,31,0
1996,3019,32,0
1996,3019,33,0
1996,3019,34,0
1996,3019,35,0
1996,3019,36,0
1996,3019,37,0
1996,3019,38,0
1996,3019,39,0
1996,3019,40,0
1996,3019,41,0
1996,3019,42,0
1996,3019,43,0
1996,3019,44,0
1999,3019,0,0
1999,3019,1,0
1999,3019,2,0
1999,3019,3,0
1999,3019,4,0
1999,3019,5,0
1999,3019,6,0
1999,3019,7,0
1999,3019,8,0
1999,3019,9,0
1999,3019,10,0
1999,3019,11,0
1999,3019,12,0
1999,3019,13,0
1999,3019,14,0
1999,3019,15,0
1999,3019,16,0
1999,3019,17,0
1999,3019,18,0
1999,3019,19,0
1999,3019,20,0
1999,3019,21,0
1999,3019,22,0
1999,3019,23,0
1999,3019,24,0
1999,3019,25,0
1999,3019,26,0
1999,3019,27,0
1999,3019,28,0
1999,3019,29,0
1999,3019,30,0
1999,3019,31,0
1999,3019,32,0
1999,3019,33,0
1999,3019,34,0
1999,3019,35,0
1999,3019,36,0
1999,3019,37,0
1999,3019,38,0
1999,3019,39,0
1999,3019,40,0
1999,3019,41,0
1999,3019,42,0
1999,3019,43,0
2000,3041,1,0
2000,3041,2,0
2000,3041,3,0
2000,3041,4,0
2000,3041,5,0
2000,3041,6,0
2000,3041,7,0
2000,3041,8,0
2000,3041,9,0
2000,3041,10,0
2000,3041,11,0
2000,3041,12,0
2000,3041,13,0
2000,3041,14,0
2000,3041,15,0
2000,3041,16,0
2000,3041,17,0
2000,3041,18,0
2000,3041,19,0
2000,3041,20,0
2000,3041,21,0
2000,3041,22,0
2000,3041,23,0
2000,3041,24,0
2000,3041,25,0
2000,3041,26,0
2000,3041,27,0
2000,3041,28,0
2000,3041,29,0
2000,3041,30,0
2000,3041,31,0
2000,3041,32,0
2000,3041,33,0
2000,3041,34,0
2000,3041,35,0
2000,3041,36,0
2000,3041,37,0
2000,3041,38,0
2000,3041,39,0
2000,3041,40,0
2000,3041,41,0
2000,3041,42,0
2000,3041,43,0
2000,3041,44,0
2002,3041,0,0
2002,3041,1,0
2002,3041,2,0
2002,3041,3,0
2002,3041,4,0
2002,3041,5,0
2002,3041,6,0
2002,3041,7,0
2002,3041,8,0
2002,3041,9,0
2002,3041,10,0
2002,3041,11,0
2002,3041,12,0
2002,3041,13,0
2002,3041,14,0
2002,3041,15,0
2002,3041,16,0
2002,3041,17,0
2002,3041,18,0
2002,3041,19,0
2002,3041,20,0
2002,3041,21,0
2002,3041,22,0
2002,3041,23,0
2002,3041,24,0
2002,3041,25,0
2002,3041,26,0
2002,3041,27,0
2002,3041,28,0
2002,3041,29,0
2002,3041,30,0
2002,3041,31,0
2002,3041,32,0
2002,3041,33,0
2002,3041,34,0
2002,3041,35,0
2002,3041,36,0
2002,3041,37,0
2002,3041,38,0
2002,3041,39,0
2002,3041,40,0
2002,3041,41,0
2002,3041,42,0
2002,3041,43,0
2006,3041,0,0
2006,3041,1,0
2006,3041,2,0
2006,3041,3,0
2006,3041,4,0
2006,3041,5,0
2006,3041,6,0
2006,3041,7,0
2006,3041,8,0
2006,3041,9,0
2006,3041,10,0
2006,3041,11,0
2006,3041,12,0
2006,3041,13,0
2006,3041,14,0
2006,3041,15,0
2006,3041,16,0
2006,3041,17,0
2006,3041,18,0
2006,3041,19,0
2006,3041,20,0
2006,3041,21,0
2006,3041,22,0
2006,3041,23,0
2006,3041,24,0
2006,3041,25,0
2006,3041,26,0
2006,3041,27,0
2006,3041,28,0
2006,3041,29,0
2006,3041,30,0
2006,3041,31,0
2006,3041,32,0
2006,3041,33,0
2006,3041,34,0
2006,3041,35,0
2006,3041,36,0
2006,3041,37,0
2006,3041,38,0
2006,3041,39,0
2006,3041,40,0
2006,3041,41,0
2006,3041,42,0
2006,3041,43,0
2007,3041,0,0
2007,3041,1,0
2007,3041,2,0
2007,3041,3,0
2007,3041,4,0
2007,3041,5,0
2007,3041,6,0
2007,3041,7,0
2007,3041,8,0
2007,3041,9,0
2007,3041,10,0
2007,3041,11,0
2007,3041,12,0
2007,3041,13,0
2007,3041,14,0
2007,3041,15,0
2007,3041,16,0
2007,3041,17,0
2007,3041,18,0
2007,3041,19,0
2007,3041,20,0
2007,3041,21,0
2007,3041,22,0
2007,3041,23,0
2007,3041,24,0
2007,3041,25,0
2007,3041,26,0
2007,3041,27,0
2007,3041,28,0
2007,3041,29,0
2007,3041,30,0
2007,3041,31,0
2007,3041,32,0
2007,3041,33,0
2007,3041,34,0
2007,3041,35,0
2007,3041,36,0
2007,3041,37,0
2007,3041,38,0
2007,3041,39,0
2007,3041,40,0
2007,3041,41,0
2007,3041,42,0
2007,3041,43,0
2008,3041,1,0
2008,3041,2,0
2008,3041,3,0
2008,3041,4,0
2008,3041,5,0
2008,3041,6,0
2008,3041,7,0
2008,3041,8,0
2008,3041,9,0
2008,3041,10,0
2008,3041,11,0
2008,3041,12,0
2008,3041,13,0
2008,3041,14,0
2008,3041,15,0
2008,3041,16,0
2008,3041,17,0
2008,3041,18,0
2008,3041,19,0
2008,3041,20,0
2008,3041,21,0
2008,3041,22,0
2008,3041,23,0
2008,3041,24,0
2008,3041,25,0
2008,3041,26,0
2008,3041,27,0
2008,3041,28,0
2008,3041,29,0
2008,3041,30,0
2008,3041,31,0
2008,3041,32,0
2008,3041,33,0
2008,3041,34,0
2008,3041,35,0
2008,3041,36,0
2008,3041,37,0
2008,3041,38,0
2008,3041,39,0
2008,3041,40,0
2008,3041,41,0
2008,3041,42,0
2008,3041,43,0
2008,3041,44,0
2009,3041,0,0
2009,3041,1,0
2009,3041,2,0
2009,3041,3,0
2009,3041,4,0
2009,3041,5,0
2009,3041,6,0
2009,3041,7,0
2009,3041,8,0
2009,3041,9,0
2009,3041,10,0
2009,3041,11,0
2009,3041,12,0
2009,3041,13,0
2009,3041,14,0
2009,3041,15,0
2009,3041,16,0
2009,3041,17,0
2009,3041,18,0
2009,3041,19,0
2009,3041,20,0
2009,3041,21,0
2009,3041,22,0
2009,3041,23,0
2009,3041,24,1
2009,3041,25,0
2009,3041,26,0
2009,3041,27,0
2009,3041,28,0
2009,3041,29,0
2009,3041,30,0
2009,3041,31,0
2009,3041,32,0
2009,3041,33,0
2009,3041,34,0
2009,3041,35,0
2009,3041,36,0
2009,3041,37,0
2009,3041,38,0
2009,3041,39,0
2009,3041,40,0
2009,3041,41,0
2009,3041,42,0
2009,3041,43,0
2010,3041,0,0
2010,3041,1,0
2010,3041,2,0
2010,3041,3,0
2010,3041,4,0
2010,3041,5,0
2010,3041,6,0
2010,3041,7,0
2010,3041,8,0
2010,3041,9,0
2010,3041,10,0
2010,3041,11,0
2010,3041,12,0
2010,3041,13,0
2010,3041,14,0
2010,3041,15,0
2010,3041,16,0
2010,3041,17,0
2010,3041,18,0
2010,3041,19,0
2010,3041,20,0
2010,3041,21,0
2010,3041,22,0
2010,3041,23,0
2010,3041,24,0
2010,3041,25,0
2010,3041,26,0
2010,3041,27,0
2010,3041,28,0
2010,3041,29,0
2010,3041,30,0
2010,3041,31,0
2010,3041,32,0
